"","Age.of.plant","species_code","pred_SD_mm","pred_SD_up","pred_SD_low","treatdate","pred_surv","pred_surv_low","pred_surv_high","species_code","Bite.probability","max_bite_diam_duiker_mm","duiker_sd","max_bite_diameter_kudu_mm","kudu_sd","mean_bite_diam_duiker_mm","duiker_mean_sd","mean_bite_diameter_kudu_mm","kudu_mean_sd","test","medianBiteTip","q95BiteTip","maxBiteTip","genus","rainclass"
"2.373",383,"vacexu",111.685387608826,159.51080844364,78.1992513676028,383,0.999999760225306,0.999998747828961,1.00000077262165,"vacexu",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ex",1.29,2.246,2.82,"Vachellia","med"
"2.374",384,"vacexu",113.297304240871,162.02586073092,79.2236442401383,384,0.999999773059651,0.999998811397174,1.00000073472213,"vacexu",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ex",1.29,2.246,2.82,"Vachellia","med"
"2.375",385,"vacexu",114.932485109038,164.580581389022,80.2614501775016,385,0.999999785207016,0.999998871747703,1.00000069866633,"vacexu",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ex",1.29,2.246,2.82,"Vachellia","med"
"2.376",386,"vacexu",116.591265978013,167.175596142295,81.3128447933589,386,0.999999796704173,0.999998929042886,1.00000066436546,"vacexu",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ex",1.29,2.246,2.82,"Vachellia","med"
"2.377",387,"vacexu",118.273987458457,169.81154058598,82.3780060003662,387,0.999999807585925,0.999998983436906,1.00000063173494,"vacexu",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ex",1.29,2.246,2.82,"Vachellia","med"
"2.378",388,"vacexu",119.98099507695,172.489060341935,83.4571140402655,388,0.999999817885213,0.999999035076189,1.00000060069424,"vacexu",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ex",1.29,2.246,2.82,"Vachellia","med"
"2.379",389,"vacexu",121.712639346935,175.208811216808,84.5503515143758,389,0.999999827633215,0.9999990840998,1.00000057116663,"vacexu",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ex",1.29,2.246,2.82,"Vachellia","med"
"2.380",390,"vacexu",123.469275840695,177.971459362711,85.6579034144827,390,0.999999836859438,0.999999130639808,1.00000054307907,"vacexu",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ex",1.29,2.246,2.82,"Vachellia","med"
"2.381",391,"vacexu",125.251265262366,180.777681440427,86.7799571541321,391,0.999999845591813,0.999999174821638,1.00000051636199,"vacexu",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ex",1.29,2.246,2.82,"Vachellia","med"
"2.382",392,"vacexu",127.058973522002,183.628164785189,87.9167026003352,392,0.999999853856772,0.999999216764402,1.00000049094914,"vacexu",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ex",1.29,2.246,2.82,"Vachellia","med"
"2.383",393,"vacexu",128.892771810709,186.523607575078,89.0683321056852,393,0.999999861679335,0.999999256581218,1.00000046677745,"vacexu",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ex",1.29,2.246,2.82,"Vachellia","med"
"2.384",394,"vacexu",130.753036676869,189.464719002079,90.2350405408985,394,0.999999869083183,0.999999294379509,1.00000044378686,"vacexu",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ex",1.29,2.246,2.82,"Vachellia","med"
"2.385",395,"vacexu",132.640150103452,192.452219445828,91.417025327778,395,0.999999876090727,0.99999933026129,1.00000042192016,"vacexu",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ex",1.29,2.246,2.82,"Vachellia","med"
"2.386",396,"vacexu",134.554499586462,195.486840650111,92.6144864726111,396,0.999999882723181,0.999999364323436,1.00000040112293,"vacexu",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ex",1.29,2.246,2.82,"Vachellia","med"
"2.387",397,"vacexu",136.496478214495,198.569325902138,93.8276266000033,397,0.999999889000621,0.999999396657942,1.0000003813433,"vacexu",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ex",1.29,2.246,2.82,"Vachellia","med"
"2.388",398,"vacexu",138.46648474946,201.700430214649,95.0566509871534,398,0.999999894942051,0.999999427352171,1.00000036253193,"vacexu",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ex",1.29,2.246,2.82,"Vachellia","med"
"2.389",399,"vacexu",140.46492370846,204.880920510895,96.3017675985811,399,0.999999900565455,0.999999456489079,1.00000034464183,"vacexu",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ex",1.29,2.246,2.82,"Vachellia","med"
"2.390",400,"vacexu",142.492205446852,208.111575812535,97.5631871213049,400,0.999999905887858,0.999999484147443,1.00000032762827,"vacexu",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"ex",1.29,2.246,2.82,"Vachellia","med"
"1",10,"vacsie",0.747107456597486,0.858321356524557,0.650303697397975,10,2.22044604925031e-16,-5.13864114648812e-13,5.14308203858662e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.1",11,"vacsie",0.758450713429307,0.870283464072061,0.660988641574136,11,2.22044604925031e-16,-5.07886370114746e-13,5.08330459324596e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.2",12,"vacsie",0.769966193780538,0.882413419293774,0.671848281771786,12,2.22044604925031e-16,-5.01908625585716e-13,5.02352714795566e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.3",13,"vacsie",0.781656512503428,0.894713624489037,0.682885435982883,13,2.22044604925031e-16,-4.95930881061906e-13,4.96374970271756e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.4",14,"vacsie",0.793524324151263,0.907186518547961,0.694102965757895,14,2.22044604925031e-16,-4.89953136543506e-13,4.90397225753356e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.5",15,"vacsie",0.805572323581143,0.919834577623668,0.705503776773029,15,2.22044604925031e-16,-4.83975392030716e-13,4.84419481240566e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.6",16,"vacsie",0.817803246565908,0.932660315823229,0.717090819398067,16,2.22044604925031e-16,-4.77997647523747e-13,4.78441736733597e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.7",17,"vacsie",0.830219870415363,0.945666285918151,0.728867089264256,17,2.22044604925031e-16,-4.7201990302282e-13,4.7246399223267e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.8",18,"vacsie",0.842825014606926,0.958855080075306,0.740835627831658,18,2.22044604925031e-16,-4.66042158528167e-13,4.66486247738017e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.9",19,"vacsie",0.855621541425852,0.972229330609277,0.752999522955316,19,2.22044604925031e-16,-4.60064414040033e-13,4.60508503249883e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.10",20,"vacsie",0.868612356615187,0.985791710757131,0.765361909449523,20,2.22044604925031e-16,-4.54086669558675e-13,4.54530758768525e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.11",21,"vacsie",0.881800410035578,0.999544935476707,0.777925969649449,21,2.22044604925031e-16,-4.48108925084364e-13,4.48553014294214e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.12",22,"vacsie",0.895188696335105,1.01349176226957,0.790694933969276,22,2.22044604925031e-16,-4.42131180617386e-13,4.42575269827236e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.13",23,"vacsie",0.90878025562929,1.02763499202987,0.803672081455968,23,2.22044604925031e-16,-4.36153436158042e-13,4.36597525367892e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.14",24,"vacsie",0.922578174191418,1.0419774699204,0.816860740337693,24,2.22044604925031e-16,-4.3017569170665e-13,4.306197809165e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.15",25,"vacsie",0.936585585153352,1.0565220862772,0.83026428856585,25,2.22044604925031e-16,-4.24197947263546e-13,4.24642036473396e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.16",26,"vacsie",0.950805669216975,1.07127177754436,0.843886154349575,26,2.22044604925031e-16,-4.18220202829086e-13,4.18664292038936e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.17",27,"vacsie",0.965241655376447,1.08622952724032,0.857729816681488,27,2.22044604925031e-16,-4.12242458403645e-13,4.12686547613495e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.18",28,"vacsie",0.979896821651418,1.10139836695768,0.871798805853365,28,2.22044604925031e-16,-4.06264713987621e-13,4.06708803197471e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.19",29,"vacsie",0.99477449583138,1.11678137739797,0.886096703960292,29,2.22044604925031e-16,-4.00286969581435e-13,4.00731058791285e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.20",30,"vacsie",1.00987805623131,1.13238168944363,0.900627145391775,30,2.22044604925031e-16,-3.94309225185536e-13,3.94753314395386e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.21",31,"vacsie",1.02521093245881,1.14820248526902,0.915393817308113,31,2.22044604925031e-16,-3.88331480800398e-13,3.88775570010248e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.22",32,"vacsie",1.04077660619286,1.16424699949269,0.930400460100247,32,2.22044604925031e-16,-3.82353736426524e-13,3.82797825636374e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.23",33,"vacsie",1.05657861197442,1.18051852037333,0.945650867831149,33,2.22044604925031e-16,-3.76375992064452e-13,3.76820081274302e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.24",34,"vacsie",1.07262053800902,1.19702039105178,0.961148888656639,34,2.22044604925031e-16,-3.70398247714753e-13,3.70842336924603e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.25",35,"vacsie",1.08890602698156,1.2137560108418,0.976898425223385,35,2.22044604925031e-16,-3.64420503378035e-13,3.64864592587885e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.26",36,"vacsie",1.10543877688346,1.23072883657244,0.992903435041654,36,2.22044604925031e-16,-3.58442759054947e-13,3.58886848264797e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.27",37,"vacsie",1.12222254185236,1.24794238398512,1.00916793083019,37,2.22044604925031e-16,-3.52465014746182e-13,3.52909103956032e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.28",38,"vacsie",1.13926113302459,1.26540022918844,1.02569598083042,38,2.22044604925031e-16,-3.46487270452481e-13,3.46931359662331e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.29",39,"vacsie",1.15655841940059,1.28310601017444,1.04249170908687,39,2.22044604925031e-16,-3.40509526174638e-13,3.40953615384488e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.30",40,"vacsie",1.17411832872342,1.30106342839986,1.0595592956907,40,2.22044604925031e-16,-3.345317819135e-13,3.3497587112335e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.31",41,"vacsie",1.19194484837069,1.31927625043635,1.07690297698266,41,2.22044604925031e-16,-3.2855403766998e-13,3.28998126879831e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.32",42,"vacsie",1.21004202625995,1.33774830969396,1.0945270457118,42,2.22044604925031e-16,-3.22576293445057e-13,3.23020382654907e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.33",43,"vacsie",1.22841397176786,1.35648350822219,1.11243585114587,43,2.22044604925031e-16,-3.16598549239783e-13,3.17042638449633e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.34",44,"vacsie",1.24706485666335,1.37548581859371,1.13063379912908,44,2.22044604925031e-16,-3.10620805055291e-13,3.11064894265141e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.35",45,"vacsie",1.26599891605488,1.39475928587558,1.14912535208251,45,2.22044604925031e-16,-3.04643060892805e-13,3.05087150102655e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.36",46,"vacsie",1.28522044935214,1.41430802969363,1.16791502894226,46,2.22044604925031e-16,-2.98665316753644e-13,2.99109405963494e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.37",47,"vacsie",1.30473382124231,1.43413624639579,1.18700740502988,47,2.22044604925031e-16,-2.92687572639236e-13,2.93131661849086e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.38",48,"vacsie",1.3245434626812,1.45424821132048,1.20640711184954,48,2.22044604925031e-16,-2.86709828551129e-13,2.87153917760979e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.39",49,"vacsie",1.34465387189934,1.47464828117681,1.22611883680561,49,2.22044604925031e-16,-2.80732084491002e-13,2.81176173700852e-13,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.40",50,"vacsie",1.36506961542347,1.4953408965435,1.24614732283433,50,1.61319689580945e-13,-1.99614329423098e-10,1.99936968802259e-10,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.41",51,"vacsie",1.38579532911342,1.51633058449405,1.26649736794259,51,3.01465070863672e-13,-3.64912066772755e-10,3.65514996914482e-10,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.42",52,"vacsie",1.40683571921481,1.53762196135598,1.28717382464625,52,5.63360797351563e-13,-6.66760496775011e-10,6.67887218369714e-10,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.43",53,"vacsie",1.42819556342773,1.55921973561266,1.30818159930049,53,1.05277665197916e-12,-1.2176619509769e-09,1.21976750428086e-09,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.44",54,"vacsie",1.44987971199159,1.58112871095642,1.32952565131351,54,1.96736919601512e-12,-2.22253321066673e-09,2.22646794905876e-09,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.45",55,"vacsie",1.4718930887865,1.60335378950245,1.35121099223507,55,3.67650778173101e-12,-4.05436718793298e-09,4.06172020349644e-09,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.46",56,"vacsie",1.49424069245134,1.6258999751732,1.37324268471043,56,6.87044886973248e-12,-7.39160920066061e-09,7.40535009840007e-09,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.47",57,"vacsie",1.51692759751882,1.64877237726365,1.39562584128996,57,1.28391045181612e-11,-1.34673731227757e-08,1.3493051331812e-08,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.48",58,"vacsie",1.53995895556777,1.67197621419837,1.41836562308416,58,2.3992989097644e-11,-2.45211377715948e-08,2.45691237497901e-08,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.49",59,"vacsie",1.5633399963929,1.69551681749149,1.44146723825347,59,4.48367349155701e-11,-4.46166430872009e-08,4.4706316557032e-08,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.50",60,"vacsie",1.58707602919239,1.71939963592143,1.46493594032155,60,8.37883429059732e-11,-8.11213513381997e-08,8.12889280240116e-08,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.51",61,"vacsie",1.61117244377343,1.74363023993248,1.48877702630081,61,1.56578894959933e-10,-1.4737965528262e-07,1.4769281307254e-07,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.52",62,"vacsie",1.63563471177609,1.7682143262757,1.51299583461792,62,2.92605743174038e-10,-2.67537381193308e-07,2.68122592679656e-07,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.53",63,"vacsie",1.66046838791582,1.79315772290185,1.5375977428276,63,5.46804988949643e-10,-4.85237922687734e-07,4.86331532665633e-07,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.54",64,"vacsie",1.68567911124474,1.81846639411935,1.56258816510213,64,1.02183809733479e-09,-8.792757876079e-07,8.8131946380257e-07,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.55",65,"vacsie",1.71127260643212,1.8441464460301,1.58797254948438,65,1.90955298110866e-09,-1.59173286789131e-06,1.59555197385352e-06,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.56",66,"vacsie",1.73725468506432,1.87020413225602,1.61375637489222,66,3.56846411810206e-09,-2.87847203056895e-06,2.88560895880515e-06,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.57",67,"vacsie",1.76363124696442,1.89664585996894,1.63994514786235,67,6.66854298875591e-09,-5.19959871129514e-06,5.21293579727265e-06,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.58",68,"vacsie",1.79040828153191,1.92347819623562,1.66654439902233,68,1.24617942065153e-08,-9.38122610591256e-06,9.40614969432559e-06,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.59",69,"vacsie",1.81759186910274,1.95070787468924,1.69355967928036,69,2.32878927714505e-08,-1.69041602674595e-05,1.69507360530024e-05,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.60",70,"vacsie",1.84518818232997,1.97834180253713,1.72099655572348,70,4.35190900801757e-08,-3.04179400556547e-05,3.0504978235815e-05,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.61",71,"vacsie",1.87320348758543,2.00638706791324,1.74886060721656,71,8.13260000252753e-08,-5.46539077388505e-05,5.48165597389011e-05,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.62",72,"vacsie",1.90164414638264,2.03485094758165,1.7771574196966,72,1.51977397751088e-07,-9.80426660776847e-05,9.83466208731869e-05,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.63",73,"vacsie",1.93051661682135,2.06374091499467,1.80589258115909,73,2.84006689156733e-07,-0.000175570672744101,0.000176138686122414,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.64",74,"vacsie",1.95982745505396,2.09306464870618,1.83507167633715,74,5.30735434529779e-07,-0.000313808226937254,0.000314869697806314,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.65",75,"vacsie",1.98958331677427,2.1228300411364,1.86470028107736,75,9.91807770181344e-07,-0.000559725663411386,0.000561709278951748,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.66",76,"vacsie",2.01979095872883,2.15304520767988,1.89478395642182,76,1.85343241656074e-06,-0.000996084901302148,0.000999791766135269,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.67",77,"vacsie",2.05045724025116,2.18371849614234,1.92532824241113,77,3.46358362444907e-06,-0.00176817684682259,0.00177510401407149,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.68",78,"vacsie",2.08158912481936,2.21485849648557,1.95633865163019,78,6.4725288258354e-06,-0.00313000045470648,0.00314294551235815,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.69",79,"vacsie",2.11319368163732,2.24647405085129,1.98782066252653,79,1.20954261349978e-05,-0.00552347996241752,0.00554767081468752,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.70",80,"vacsie",2.14527808723991,2.27857426382608,2.01977971254001,80,2.26030076776014e-05,-0.00971325881492669,0.0097584648302819,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.71",81,"vacsie",2.17784962712262,2.31116851289865,2.05222119109328,81,4.22383872056853e-05,-0.0170138066180172,0.0170982833924285,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.72",82,"vacsie",2.2109156973959,2.34426645904939,2.08515043250405,82,7.89298020537306e-05,-0.0296673710964528,0.0298252307005603,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.73",83,"vacsie",2.24448380646455,2.3778780573986,2.11857270889359,83,0.000147489416544881,-0.0514630594400173,0.0517580382731071,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.74",84,"vacsie",2.27856157673275,2.41201356782575,2.15249322317987,84,0.000275584531587237,-0.0887295102506302,0.0892806793138047,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.75",85,"vacsie",2.31315674633487,2.44668356545631,2.18691710225985,85,0.000514873448921065,-0.151879243655385,0.152908990553227,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.76",86,"vacsie",2.34827717089258,2.48189895089632,2.22184939050149,86,0.000961736072313739,-0.257702847577195,0.259626319721822,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.77",87,"vacsie",2.38393082529867,2.51767096007747,2.25729504368368,87,0.00179573739143677,-0.432518468883869,0.436109943666743,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.78",88,"vacsie",2.4201258055279,2.55401117355816,2.2932589235396,88,0.00335054504993686,-0.715846053253458,0.722547143353331,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.79",89,"vacsie",2.45687033047542,2.59093152510866,2.3297457930762,89,0.00624313594516557,-1.16293685382025,1.17542312571058,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
"1.80",90,"vacsie",2.494172743823,2.62844430939244,2.3667603128588,90,0.0116038820003824,-1.84101879167522,1.86422655567598,"vacsie",0.57380952,2.59,0.29,4.06,0.27,1.11,0.13,1.44,0.22,"si",1.63,2.3,2.88,"Vachellia","high"
